Kommunenr,Kommunenavn,Fylkenr,Fylkenavn,IMDiRegion,Næringsregionnr,Næringsregion_navn,Sentralitet_nr_2008,Sentralitet_kat_2008,,,
1224,Kvinnherad,12,Hordaland,IMDi Vest,3048,Sunnhordland (f.o.m. 2018),0,Minst sentrale kommuner,,,
1227,Jondal,12,Hordaland,IMDi Vest,3044,Hardanger (f.o.m. 2018),0,Minst sentrale kommuner,,,
1228,Odda,12,Hordaland,IMDi Vest,3044,Hardanger (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1231,Ullensvang,12,Hordaland,IMDi Vest,3044,Hardanger (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1232,Eidfjord,12,Hordaland,IMDi Vest,3044,Hardanger (f.o.m. 2018),0,Minst sentrale kommuner,,,
1233,Ulvik,12,Hordaland,IMDi Vest,3044,Hardanger (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1234,Granvin,12,Hordaland,IMDi Vest,3045,Voss (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1235,Voss,12,Hordaland,IMDi Vest,3045,Voss (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1238,Kvam,12,Hordaland,IMDi Vest,3044,Hardanger (f.o.m. 2018),3,Sentrale kommuner,,,
1241,Fusa,12,Hordaland,IMDi Vest,3043,Bjørnefjorden (f.o.m. 2018),3,Sentrale kommuner,,,
1242,Samnanger,12,Hordaland,IMDi Vest,3043,Bjørnefjorden (f.o.m. 2018),3,Sentrale kommuner,,,
1243,Os (Hordaland),12,Hordaland,IMDi Vest,3043,Bjørnefjorden (f.o.m. 2018),3,Sentrale kommuner,,,
1244,Austevoll,12,Hordaland,IMDi Vest,3048,Sunnhordland (f.o.m. 2018),3,Sentrale kommuner,,,
1245,Sund,12,Hordaland,IMDi Vest,3049,Hordaland Vest (f.o.m. 2018),3,Sentrale kommuner,,,
1246,Fjell,12,Hordaland,IMDi Vest,3049,Hordaland Vest (f.o.m. 2018),3,Sentrale kommuner,,,
1247,Askøy,12,Hordaland,IMDi Vest,3049,Hordaland Vest (f.o.m. 2018),3,Sentrale kommuner,,,
1251,Vaksdal,12,Hordaland,IMDi Vest,3047,Osterfjorden (f.o.m. 2018),3,Sentrale kommuner,,,
1252,Modalen,12,Hordaland,IMDi Vest,3047,Osterfjorden (f.o.m. 2018),3,Sentrale kommuner,,,
1253,Osterøy,12,Hordaland,IMDi Vest,3047,Osterfjorden (f.o.m. 2018),3,Sentrale kommuner,,,
1256,Meland,12,Hordaland,IMDi Vest,3046,Nordhordland (f.o.m. 2018),3,Sentrale kommuner,,,
1259,Øygarden,12,Hordaland,IMDi Vest,3049,Hordaland Vest (f.o.m. 2018),3,Sentrale kommuner,,,
1260,Radøy,12,Hordaland,IMDi Vest,3046,Nordhordland (f.o.m. 2018),3,Sentrale kommuner,,,
1263,Lindås,12,Hordaland,IMDi Vest,3046,Nordhordland (f.o.m. 2018),3,Sentrale kommuner,,,
1264,Austrheim,12,Hordaland,IMDi Vest,3046,Nordhordland (f.o.m. 2018),3,Sentrale kommuner,,,
1265,Fedje,12,Hordaland,IMDi Vest,3046,Nordhordland (f.o.m. 2018),0,Minst sentrale kommuner,,,
1266,Masfjorden,12,Hordaland,IMDi Vest,3046,Nordhordland (f.o.m. 2018),3,Sentrale kommuner,,,
1401,Flora,14,Sogn og Fjordane,IMDi Vest,3053,Sunnfjord (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1411,Gulen,14,Sogn og Fjordane,IMDi Vest,3050,HAFS (f.o.m. 2018),0,Minst sentrale kommuner,,,
1412,Solund,14,Sogn og Fjordane,IMDi Vest,3050,HAFS (f.o.m. 2018),0,Minst sentrale kommuner,,,
1413,Hyllestad,14,Sogn og Fjordane,IMDi Vest,3050,HAFS (f.o.m. 2018),0,Minst sentrale kommuner,,,
1416,Høyanger,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1417,Vik,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1418,Balestrand,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1419,Leikanger,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1420,Sogndal,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1421,Aurland,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1422,Lærdal,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1424,Årdal,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1426,Luster,14,Sogn og Fjordane,IMDi Vest,3052,Sogn (f.o.m. 2018),0,Minst sentrale kommuner,,,
1428,Askvoll,14,Sogn og Fjordane,IMDi Vest,3050,HAFS (f.o.m. 2018),0,Minst sentrale kommuner,,,
1429,Fjaler,14,Sogn og Fjordane,IMDi Vest,3050,HAFS (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1430,Gaular,14,Sogn og Fjordane,IMDi Vest,3053,Sunnfjord (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1431,Jølster,14,Sogn og Fjordane,IMDi Vest,3053,Sunnfjord (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1432,Førde,14,Sogn og Fjordane,IMDi Vest,3053,Sunnfjord (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1433,Naustdal,14,Sogn og Fjordane,IMDi Vest,3053,Sunnfjord (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1438,Bremanger,14,Sogn og Fjordane,IMDi Vest,3051,Nordfjord (f.o.m. 2018),0,Minst sentrale kommuner,,,
1439,Vågsøy,14,Sogn og Fjordane,IMDi Vest,3051,Nordfjord (f.o.m. 2018),0,Minst sentrale kommuner,,,
1441,Selje,14,Sogn og Fjordane,IMDi Vest,3051,Nordfjord (f.o.m. 2018),0,Minst sentrale kommuner,,,
1443,Eid,14,Sogn og Fjordane,IMDi Vest,3051,Nordfjord (f.o.m. 2018),0,Minst sentrale kommuner,,,
1444,Hornindal,14,Sogn og Fjordane,IMDi Vest,3057,Søre Sunnmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1445,Gloppen,14,Sogn og Fjordane,IMDi Vest,3051,Nordfjord (f.o.m. 2018),0,Minst sentrale kommuner,,,
1449,Stryn,14,Sogn og Fjordane,IMDi Vest,3051,Nordfjord (f.o.m. 2018),0,Minst sentrale kommuner,,,
1502,Molde,15,Møre og Romsdal,IMDi Midt,3055,Romsdal (f.o.m. 2018),2,Noe sentrale kommuner,,,
1505,Kristiansund,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),2,Noe sentrale kommuner,,,
1504,Ålesund,15,Møre og Romsdal,IMDi Midt,3058,Ålesundregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1511,Vanylven,15,Møre og Romsdal,IMDi Midt,3057,Søre Sunnmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1514,Sande (Møre og Romsdal),15,Møre og Romsdal,IMDi Midt,3057,Søre Sunnmøre (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1515,Herøy (Møre og Romsdal),15,Møre og Romsdal,IMDi Midt,3057,Søre Sunnmøre (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1516,Ulstein,15,Møre og Romsdal,IMDi Midt,3057,Søre Sunnmøre (f.o.m. 2018),2,Noe sentrale kommuner,,,
1517,Hareid,15,Møre og Romsdal,IMDi Midt,3057,Søre Sunnmøre (f.o.m. 2018),2,Noe sentrale kommuner,,,
1519,Volda,15,Møre og Romsdal,IMDi Midt,3057,Søre Sunnmøre (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1520,Ørsta,15,Møre og Romsdal,IMDi Midt,3057,Søre Sunnmøre (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1523,Ørskog,15,Møre og Romsdal,IMDi Midt,3058,Ålesundregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1524,Norddal,15,Møre og Romsdal,IMDi Midt,3056,Storfjord (f.o.m. 2018),0,Minst sentrale kommuner,,,
1525,Stranda,15,Møre og Romsdal,IMDi Midt,3056,Storfjord (f.o.m. 2018),2,Noe sentrale kommuner,,,
1526,Stordal,15,Møre og Romsdal,IMDi Midt,3056,Storfjord (f.o.m. 2018),2,Noe sentrale kommuner,,,
1528,Sykkylven,15,Møre og Romsdal,IMDi Midt,3056,Storfjord (f.o.m. 2018),2,Noe sentrale kommuner,,,
1529,Skodje,15,Møre og Romsdal,IMDi Midt,3058,Ålesundregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1531,Sula,15,Møre og Romsdal,IMDi Midt,3058,Ålesundregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1532,Giske,15,Møre og Romsdal,IMDi Midt,3058,Ålesundregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1534,Haram,15,Møre og Romsdal,IMDi Midt,3058,Ålesundregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1535,Vestnes,15,Møre og Romsdal,IMDi Midt,3055,Romsdal (f.o.m. 2018),2,Noe sentrale kommuner,,,
1539,Rauma,15,Møre og Romsdal,IMDi Midt,3055,Romsdal (f.o.m. 2018),2,Noe sentrale kommuner,,,
1543,Nesset,15,Møre og Romsdal,IMDi Midt,3055,Romsdal (f.o.m. 2018),2,Noe sentrale kommuner,,,
1545,Midsund,15,Møre og Romsdal,IMDi Midt,3055,Romsdal (f.o.m. 2018),2,Noe sentrale kommuner,,,
1546,Sandøy,15,Møre og Romsdal,IMDi Midt,3058,Ålesundregionen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1547,Aukra,15,Møre og Romsdal,IMDi Midt,3055,Romsdal (f.o.m. 2018),2,Noe sentrale kommuner,,,
1548,Fræna,15,Møre og Romsdal,IMDi Midt,3055,Romsdal (f.o.m. 2018),2,Noe sentrale kommuner,,,
1551,Eide,15,Møre og Romsdal,IMDi Midt,3055,Romsdal (f.o.m. 2018),2,Noe sentrale kommuner,,,
1554,Averøy,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),2,Noe sentrale kommuner,,,
1557,Gjemnes,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),2,Noe sentrale kommuner,,,
1560,Tingvoll,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),2,Noe sentrale kommuner,,,
1563,Sunndal,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1566,Surnadal,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1567,Rindal,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1571,Halsa,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1573,Smøla,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1576,Aure,15,Møre og Romsdal,IMDi Midt,3054,Nordmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1601,Trondheim,50,Trøndelag,IMDi Midt,3063,Trondheimsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1612,Hemne,50,Trøndelag,IMDi Midt,3054,Nordmøre (f.o.m. 2018),0,Minst sentrale kommuner,,,
1613,Snillfjord,50,Trøndelag,IMDi Midt,3062,Orkdalregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1617,Hitra,50,Trøndelag,IMDi Midt,3060,Hitra/Frøya (f.o.m. 2018),0,Minst sentrale kommuner,,,
1620,Frøya,50,Trøndelag,IMDi Midt,3060,Hitra/Frøya (f.o.m. 2018),0,Minst sentrale kommuner,,,
1621,Ørland,50,Trøndelag,IMDi Midt,3059,Fosen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1622,Agdenes,50,Trøndelag,IMDi Midt,3062,Orkdalregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1624,Rissa (t.o.m. 2017),16,Sør-Trøndelag (t.o.m. 2017),IMDi Midt,57,Fosen (t.o.m. 2017),3,Sentrale kommuner,,,
1627,Bjugn,50,Trøndelag,IMDi Midt,3059,Fosen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1630,Åfjord,50,Trøndelag,IMDi Midt,3059,Fosen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1632,Roan,50,Trøndelag,IMDi Midt,3059,Fosen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1633,Osen,50,Trøndelag,IMDi Midt,3059,Fosen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1634,Oppdal,50,Trøndelag,IMDi Midt,3061,Oppdal/Rennebu (f.o.m. 2018),0,Minst sentrale kommuner,,,
1635,Rennebu,50,Trøndelag,IMDi Midt,3061,Oppdal/Rennebu (f.o.m. 2018),3,Sentrale kommuner,,,
1636,Meldal,50,Trøndelag,IMDi Midt,3062,Orkdalregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1638,Orkdal,50,Trøndelag,IMDi Midt,3062,Orkdalregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1640,Røros,50,Trøndelag,IMDi Midt,3064,Rørosregionen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1644,Holtålen,50,Trøndelag,IMDi Midt,3064,Rørosregionen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1648,Midtre Gauldal,50,Trøndelag,IMDi Midt,3063,Trondheimsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1653,Melhus,50,Trøndelag,IMDi Midt,3063,Trondheimsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1657,Skaun,50,Trøndelag,IMDi Midt,3063,Trondheimsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1662,Klæbu,50,Trøndelag,IMDi Midt,3063,Trondheimsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1663,Malvik,50,Trøndelag,IMDi Midt,3063,Trondheimsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1664,Selbu,50,Trøndelag,IMDi Midt,3063,Trondheimsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1665,Tydal,50,Trøndelag,IMDi Midt,3064,Rørosregionen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1702,Steinkjer,50,Trøndelag,IMDi Midt,3066,Innherred (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1703,Namsos,50,Trøndelag,IMDi Midt,3069,Midtre Namdal (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1711,Meråker,50,Trøndelag,IMDi Midt,3065,Stjørdalsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1714,Stjørdal,50,Trøndelag,IMDi Midt,3065,Stjørdalsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1717,Frosta,50,Trøndelag,IMDi Midt,3065,Stjørdalsregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1718,Leksvik (t.o.m. 2017),17,Nord-Trøndelag (t.o.m. 2017),IMDi Midt,57,Fosen (t.o.m. 2017),3,Sentrale kommuner,,,
1719,Levanger,50,Trøndelag,IMDi Midt,3066,Innherred (f.o.m. 2018),3,Sentrale kommuner,,,
1721,Verdal,50,Trøndelag,IMDi Midt,3066,Innherred (f.o.m. 2018),3,Sentrale kommuner,,,
1756,Inderøy,50,Trøndelag,IMDi Midt,3066,Innherred (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1724,Verran,50,Trøndelag,IMDi Midt,3066,Innherred (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1725,Namdalseid,50,Trøndelag,IMDi Midt,3069,Midtre Namdal (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1736,Snåsa,50,Trøndelag,IMDi Midt,3067,Indre Namdal (f.o.m. 2018),0,Minst sentrale kommuner,,,
1738,Lierne,50,Trøndelag,IMDi Midt,3067,Indre Namdal (f.o.m. 2018),0,Minst sentrale kommuner,,,
1739,Røyrvik,50,Trøndelag,IMDi Midt,3067,Indre Namdal (f.o.m. 2018),0,Minst sentrale kommuner,,,
1740,Namsskogan,50,Trøndelag,IMDi Midt,3067,Indre Namdal (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1742,Grong,50,Trøndelag,IMDi Midt,3067,Indre Namdal (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1743,Høylandet,50,Trøndelag,IMDi Midt,3067,Indre Namdal (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1744,Overhalla,50,Trøndelag,IMDi Midt,3069,Midtre Namdal (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1748,Fosnes,50,Trøndelag,IMDi Midt,3069,Midtre Namdal (f.o.m. 2018),0,Minst sentrale kommuner,,,
1749,Flatanger,50,Trøndelag,IMDi Midt,3069,Midtre Namdal (f.o.m. 2018),0,Minst sentrale kommuner,,,
1750,Vikna,50,Trøndelag,IMDi Midt,3068,Kystgruppen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1751,Nærøy,50,Trøndelag,IMDi Midt,3068,Kystgruppen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1755,Leka,50,Trøndelag,IMDi Midt,3068,Kystgruppen (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1804,Bodø,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),2,Noe sentrale kommuner,,,
1805,Narvik,18,Nordland,IMDi Nord,3076,Ofoten (f.o.m. 2018),2,Noe sentrale kommuner,,,
1811,Bindal,18,Nordland,IMDi Nord,3070,Sør-Helgeland (f.o.m. 2018),0,Minst sentrale kommuner,,,
1812,Sømna,18,Nordland,IMDi Nord,3070,Sør-Helgeland (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1813,Brønnøy,18,Nordland,IMDi Nord,3070,Sør-Helgeland (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1815,Vega,18,Nordland,IMDi Nord,3070,Sør-Helgeland (f.o.m. 2018),0,Minst sentrale kommuner,,,
1816,Vevelstad,18,Nordland,IMDi Nord,3070,Sør-Helgeland (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1818,Herøy (Nordland),18,Nordland,IMDi Nord,3071,HALD (f.o.m. 2018),0,Minst sentrale kommuner,,,
1820,Alstahaug,18,Nordland,IMDi Nord,3071,HALD (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1822,Leirfjord,18,Nordland,IMDi Nord,3071,HALD (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1824,Vefsn,18,Nordland,IMDi Nord,3073,Mosjøregionen (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1825,Grane,18,Nordland,IMDi Nord,3073,Mosjøregionen (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1826,Hattfjelldal,18,Nordland,IMDi Nord,3073,Mosjøregionen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1827,Dønna,18,Nordland,IMDi Nord,3071,HALD (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1828,Nesna,18,Nordland,IMDi Nord,3074,Ranaregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1832,Hemnes,18,Nordland,IMDi Nord,3074,Ranaregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1833,Rana,18,Nordland,IMDi Nord,3074,Ranaregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1834,Lurøy,18,Nordland,IMDi Nord,3072,Ytre Helgeland (f.o.m. 2018),0,Minst sentrale kommuner,,,
1835,Træna,18,Nordland,IMDi Nord,3072,Ytre Helgeland (f.o.m. 2018),0,Minst sentrale kommuner,,,
1836,Rødøy,18,Nordland,IMDi Nord,3072,Ytre Helgeland (f.o.m. 2018),0,Minst sentrale kommuner,,,
1837,Meløy,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1838,Gildeskål,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1839,Beiarn,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1840,Saltdal,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1841,Fauske,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),2,Noe sentrale kommuner,,,
1845,Sørfold,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1848,Steigen,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1849,Hamarøy,18,Nordland,IMDi Nord,3075,Salten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1850,Tysfjord,18,Nordland,IMDi Nord,3076,Ofoten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1851,Lødingen,18,Nordland,IMDi Nord,3078,Vesterålen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1852,Tjeldsund,18,Nordland,IMDi Nord,3079,Harstadregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1853,Evenes,18,Nordland,IMDi Nord,3076,Ofoten (f.o.m. 2018),2,Noe sentrale kommuner,,,
1854,Ballangen,18,Nordland,IMDi Nord,3076,Ofoten (f.o.m. 2018),2,Noe sentrale kommuner,,,
1856,Røst,18,Nordland,IMDi Nord,3077,Lofoten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1857,Værøy,18,Nordland,IMDi Nord,3077,Lofoten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1859,Flakstad,18,Nordland,IMDi Nord,3077,Lofoten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1860,Vestvågøy,18,Nordland,IMDi Nord,3077,Lofoten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1865,Vågan,18,Nordland,IMDi Nord,3077,Lofoten (f.o.m. 2018),1,Mindre sentrale kommuner,,,
1866,Hadsel,18,Nordland,IMDi Nord,3078,Vesterålen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1867,Bø (Nordland),18,Nordland,IMDi Nord,3078,Vesterålen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1868,Øksnes,18,Nordland,IMDi Nord,3078,Vesterålen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1870,Sortland,18,Nordland,IMDi Nord,3078,Vesterålen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1871,Andøy,18,Nordland,IMDi Nord,3078,Vesterålen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1874,Moskenes,18,Nordland,IMDi Nord,3077,Lofoten (f.o.m. 2018),0,Minst sentrale kommuner,,,
1902,Tromsø,19,Troms,IMDi Nord,3081,Tromsøregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1903,Harstad,19,Troms,IMDi Nord,3079,Harstadregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1911,Kvæfjord,19,Troms,IMDi Nord,3079,Harstadregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1913,Skånland,19,Troms,IMDi Nord,3079,Harstadregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1917,Ibestad,19,Troms,IMDi Nord,3079,Harstadregionen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1919,Gratangen,19,Troms,IMDi Nord,3079,Harstadregionen (f.o.m. 2018),2,Noe sentrale kommuner,,,
1920,Lavangen,19,Troms,IMDi Nord,3079,Harstadregionen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1922,Bardu,19,Troms,IMDi Nord,3080,Midt-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1923,Salangen,19,Troms,IMDi Nord,3079,Harstadregionen (f.o.m. 2018),0,Minst sentrale kommuner,,,
1924,Målselv,19,Troms,IMDi Nord,3080,Midt-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1925,Sørreisa,19,Troms,IMDi Nord,3080,Midt-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1926,Dyrøy,19,Troms,IMDi Nord,3080,Midt-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1927,Tranøy,19,Troms,IMDi Nord,3080,Midt-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1928,Torsken,19,Troms,IMDi Nord,3080,Midt-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1929,Berg,19,Troms,IMDi Nord,3080,Midt-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1931,Lenvik,19,Troms,IMDi Nord,3080,Midt-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1933,Balsfjord,19,Troms,IMDi Nord,3081,Tromsøregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1936,Karlsøy,19,Troms,IMDi Nord,3081,Tromsøregionen (f.o.m. 2018),3,Sentrale kommuner,,,
1938,Lyngen,19,Troms,IMDi Nord,3082,Nord-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1939,Storfjord,19,Troms,IMDi Nord,3082,Nord-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1940,Kåfjord,19,Troms,IMDi Nord,3082,Nord-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1941,Skjervøy,19,Troms,IMDi Nord,3082,Nord-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1942,Nordreisa,19,Troms,IMDi Nord,3082,Nord-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
1943,Kvænangen,19,Troms,IMDi Nord,3082,Nord-Troms (f.o.m. 2018),0,Minst sentrale kommuner,,,
2002,Vardø,20,Finnmark,IMDi Nord,3085,Øst-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2003,Vadsø,20,Finnmark,IMDi Nord,3085,Øst-Finnmark (f.o.m. 2018),1,Mindre sentrale kommuner,,,
2004,Hammerfest,20,Finnmark,IMDi Nord,3083,Vest-Finnmark (f.o.m. 2018),1,Mindre sentrale kommuner,,,
2011,Kautokeino,20,Finnmark,IMDi Nord,3084,Midt-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2012,Alta,20,Finnmark,IMDi Nord,3083,Vest-Finnmark (f.o.m. 2018),1,Mindre sentrale kommuner,,,
2014,Loppa,20,Finnmark,IMDi Nord,3083,Vest-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2015,Hasvik,20,Finnmark,IMDi Nord,3083,Vest-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2017,Kvalsund,20,Finnmark,IMDi Nord,3083,Vest-Finnmark (f.o.m. 2018),1,Mindre sentrale kommuner,,,
2018,Måsøy,20,Finnmark,IMDi Nord,3083,Vest-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2019,Nordkapp,20,Finnmark,IMDi Nord,3083,Vest-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2020,Porsanger,20,Finnmark,IMDi Nord,3084,Midt-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2021,Karasjok,20,Finnmark,IMDi Nord,3084,Midt-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2022,Lebesby,20,Finnmark,IMDi Nord,3084,Midt-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2023,Gamvik,20,Finnmark,IMDi Nord,3085,Øst-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
2024,Berlevåg,20,Finnmark,IMDi Nord,3085,Øst-Finnmark (f.o.m. 2018),0,Minst sentrale kommuner,,,
